confidence_1	humanaccuracy_1	humanaccuracy_comparison_1	confidence_2	humanaccuracy_2	humanaccuracy_comparison_2	trust_2	use_likelihood_2	use_binary_2	confidence_3	humanaccuracy_3	humanaccuracy_comparison_3	trust_3	use_likelihood_3	use_binary_3	id
Moderately confident	10/14	higher than most accuracies (61-80%)	Extremely confident	13/14	higher than most accuracies (61-80%)	Yes	14/14	0/14	Extremely confident	22/25	higher than most accuracies (61-80%)	Yes	24/25	0/25	498
Extremely confident	9/14	approximately equal to the median accuracy (41-60%)	Moderately confident	11/13	approximately equal to the median accuracy (41-60%)	Yes	10/13	8/13	Moderately confident	16/25	higher than most accuracies (61-80%)	No	11/25	11/25	499
Not confident at all	5/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	9/14	approximately equal to the median accuracy (41-60%)	Yes	2/14	1/14	Moderately confident	17/25	approximately equal to the median accuracy (41-60%)	Yes	5/25	2/25	500
Somewhat confident	6/14	approximately equal to the median accuracy (41-60%)	Moderately confident	10/13	approximately equal to the median accuracy (41-60%)	Yes	1/13	2/13	Somewhat confident	13/25	approximately equal to the median accuracy (41-60%)	Yes	2/25	2/25	501
Extremely confident	10/14	among the highest accuracies (80-100%)	Extremely confident	10/13	higher than most accuracies (61-80%)	Yes	10/13	10/13	Extremely confident	13/25	approximately equal to the median accuracy (41-60%)	Yes	13/25	13/25	502
Somewhat confident	9/14	approximately equal to the median accuracy (41-60%)	Moderately confident	10/14	approximately equal to the median accuracy (41-60%)	Yes	13/14	8/14	Moderately confident	22/25	higher than most accuracies (61-80%)	Yes	24/25	15/25	503
Slightly confident	4/14	lower than most accuracies (21-40%)	Slightly confident	3/13	lower than most accuracies (21-40%)	Yes	8/13	1/13	Somewhat confident	8/25	lower than most accuracies (21-40%)	No	18/25	1/25	504
Moderately confident	6/14	approximately equal to the median accuracy (41-60%)	Moderately confident	8/14	approximately equal to the median accuracy (41-60%)	Yes	7/14	6/14	Moderately confident	19/25	higher than most accuracies (61-80%)	Yes	7/25	7/25	505
Not confident at all	4/14	among the lowest accuracies (0-20%)	Slightly confident	6/14	lower than most accuracies (21-40%)	Yes	8/14	8/14	Slightly confident	8/25	lower than most accuracies (21-40%)	Yes	16/25	16/25	506
Moderately confident	9/14	higher than most accuracies (61-80%)	Moderately confident	9/13	higher than most accuracies (61-80%)	Yes	9/13	11/13	Moderately confident	15/25	higher than most accuracies (61-80%)	Yes	15/25	13/25	507
Somewhat confident	11/14	among the highest accuracies (80-100%)	Moderately confident	12/14	among the highest accuracies (80-100%)	No	2/14	0/14	Moderately confident	23/25	among the highest accuracies (80-100%)	No	4/25	0/25	508
Slightly confident	5/14	lower than most accuracies (21-40%)	Somewhat confident	5/13	approximately equal to the median accuracy (41-60%)	Yes	6/13	4/13	Somewhat confident	15/25	higher than most accuracies (61-80%)	Yes	10/25	6/25	509
Moderately confident	7/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	5/13	approximately equal to the median accuracy (41-60%)	Yes	13/13	1/13	Moderately confident	23/25	approximately equal to the median accuracy (41-60%)	Yes	25/25	1/25	510
Slightly confident	5/14	approximately equal to the median accuracy (41-60%)	Extremely confident	8/13	higher than most accuracies (61-80%)	Yes	11/13	0/13	Somewhat confident	12/25	approximately equal to the median accuracy (41-60%)	No	19/25	1/25	511
Extremely confident	9/14	among the highest accuracies (80-100%)	Extremely confident	11/14	among the highest accuracies (80-100%)	Yes	6/14	0/14	Extremely confident	25/25	among the highest accuracies (80-100%)	Yes	6/25	0/25	512
Slightly confident	6/14	lower than most accuracies (21-40%)	Slightly confident	4/14	lower than most accuracies (21-40%)	No	0/14	0/14	Slightly confident	8/25	lower than most accuracies (21-40%)	No	2/25	1/25	513
Not confident at all	5/14	approximately equal to the median accuracy (41-60%)	Slightly confident	6/14	approximately equal to the median accuracy (41-60%)	Yes	14/14	1/14	Somewhat confident	13/25	approximately equal to the median accuracy (41-60%)	Yes	20/25	0/25	514
Somewhat confident	7/14	approximately equal to the median accuracy (41-60%)	Moderately confident	8/13	approximately equal to the median accuracy (41-60%)	Yes	3/13	2/13	Somewhat confident	15/25	approximately equal to the median accuracy (41-60%)	Yes	3/25	2/25	515
Extremely confident	10/14	higher than most accuracies (61-80%)	Moderately confident	11/13	approximately equal to the median accuracy (41-60%)	Yes	13/13	10/13	Extremely confident	23/25	higher than most accuracies (61-80%)	Yes	24/25	18/25	516
Moderately confident	10/14	higher than most accuracies (61-80%)	Moderately confident	10/13	higher than most accuracies (61-80%)	Yes	2/13	0/13	Moderately confident	21/25	higher than most accuracies (61-80%)	Yes	6/25	0/25	517
Somewhat confident	8/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	7/14	approximately equal to the median accuracy (41-60%)	Yes	7/14	7/14	Somewhat confident	14/25	approximately equal to the median accuracy (41-60%)	Yes	11/25	11/25	518
Slightly confident	6/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	7/13	approximately equal to the median accuracy (41-60%)	Yes	4/13	0/13	Somewhat confident	12/25	higher than most accuracies (61-80%)	No	5/25	0/25	519
Somewhat confident	9/14	higher than most accuracies (61-80%)	Somewhat confident	8/13	higher than most accuracies (61-80%)	Yes	0/13	0/13	Somewhat confident	16/25	higher than most accuracies (61-80%)	Yes	0/25	0/25	520
Somewhat confident	11/14	approximately equal to the median accuracy (41-60%)	Moderately confident	10/13	approximately equal to the median accuracy (41-60%)	Yes	12/13	1/13	Moderately confident	21/25	approximately equal to the median accuracy (41-60%)	Yes	23/25	0/25	521
Moderately confident	6/14	approximately equal to the median accuracy (41-60%)	Moderately confident	10/13	higher than most accuracies (61-80%)	Yes	0/13	0/13	Extremely confident	23/25	higher than most accuracies (61-80%)	Yes	0/25	0/25	522
Somewhat confident	9/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	9/13	approximately equal to the median accuracy (41-60%)	No	0/13	0/13	Moderately confident	20/25	approximately equal to the median accuracy (41-60%)	Yes	0/25	0/25	523
Moderately confident	9/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	10/14	approximately equal to the median accuracy (41-60%)	Yes	14/14	1/14	Somewhat confident	19/25	higher than most accuracies (61-80%)	Yes	23/25	2/25	524
Extremely confident	10/14	among the highest accuracies (80-100%)	Extremely confident	13/13	among the highest accuracies (80-100%)	Yes	13/13	12/13	Extremely confident	25/25	among the highest accuracies (80-100%)	Yes	10/25	10/25	525
Slightly confident	4/14	lower than most accuracies (21-40%)	Somewhat confident	8/13	approximately equal to the median accuracy (41-60%)	Yes	10/13	11/13	Slightly confident	14/25	approximately equal to the median accuracy (41-60%)	Yes	20/25	21/25	526
Somewhat confident	6/14	approximately equal to the median accuracy (41-60%)	Slightly confident	7/13	approximately equal to the median accuracy (41-60%)	Yes	5/13	0/13	Slightly confident	11/25	approximately equal to the median accuracy (41-60%)	Yes	12/25	1/25	527
Somewhat confident	8/14	approximately equal to the median accuracy (41-60%)	Moderately confident	7/13	approximately equal to the median accuracy (41-60%)	Yes	9/13	4/13	Moderately confident	12/25	among the highest accuracies (80-100%)	Yes	15/25	4/25	528
Somewhat confident	9/14	lower than most accuracies (21-40%)	Somewhat confident	9/13	lower than most accuracies (21-40%)	No	10/13	8/13	Slightly confident	12/25	lower than most accuracies (21-40%)	Yes	11/25	9/25	529
Somewhat confident	8/14	higher than most accuracies (61-80%)	Moderately confident	10/14	higher than most accuracies (61-80%)	Yes	5/14	1/14	Moderately confident	17/25	higher than most accuracies (61-80%)	No	2/25	2/25	530
Moderately confident	8/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	8/14	approximately equal to the median accuracy (41-60%)	Yes	5/14	7/14	Moderately confident	11/25	approximately equal to the median accuracy (41-60%)	Yes	4/25	1/25	531
